24
0 102 3 -1
1 106 1 3
2 41 1 4
3 19 1 5
4 38 2 4
5 17 2 5
6 40 9 -1
7 38 7 9
8 104 6 9
9 54 8 9
10 34 13 -1
11 26 11 13
12 77 10 13
13 17 10 14
14 52 10 15
15 27 18 -1
16 19 19 -1
17 41 16 18
18 47 16 19
19 21 16 20
20 3 25 -1
21 47 21 25
22 13 21 26
23 31 27 29
