0.0 1.0 0.0 0.0 0.0 0.0 -0.0 1.0 0.0 0.0 0.0 0.0 -0.0 1.0 0.0 0.0 0.0 0.0 -0.0
1e-06 0.999996636949 4.1229537401e-08 4.73810938772e-08 4.62739007561e-08 5.16750000568e-08 4.88470000004e-08 0.999997407826 7.81177127224e-08 6.69864230552e-08 5.64771748153e-08 5.38280000573e-08 5.05780000104e-08 0.999999229121 8.31541826188e-08 5.08294223961e-08 5.10853213766e-08 1.73096759148e-09 2.1529661387e-09
4e-06 0.99998654797 1.6491675594e-07 1.89512983884e-07 1.85085721688e-07 2.06685000004e-07 1.95378999979e-07 0.999989631315 3.12468210312e-07 2.67934726389e-07 2.25901449096e-07 2.15302000006e-07 2.02305000085e-07 0.999996916623 3.32616730475e-07 2.03306006598e-07 2.04330070816e-07 6.92548118852e-09 8.61645743644e-09
9e-06 0.999969733578 3.71057474714e-07 4.26355025074e-07 4.16394700342e-07 4.64998000105e-07 4.39562999999e-07 0.999976670503 7.03043571199e-07 6.02813731548e-07 5.08248173494e-07 4.84402999934e-07 4.55161000001e-07 0.999993062913 7.48387643569e-07 4.57404553022e-07 4.5970961232e-07 1.55953735481e-08 1.94022536926e-08
1.6e-05 0.999946194637 6.59644725848e-07 7.57842149738e-07 7.4014022545e-07 8.26554000022e-07 7.8134699999e-07 0.99995852545 1.24983059333e-06 1.07156689162e-06 9.03480349826e-07 8.61091999926e-07 8.09113000044e-07 0.999987668676 1.3304669219e-06 8.13080464432e-07 8.17179185847e-07 2.77577022478e-08 3.45293239556e-08
2.5e-05 0.999915932351 1.03066875494e-06 1.18388373323e-06 1.15623296532e-06 1.29126800008e-06 1.22065599995e-06 0.999935196238 1.952810795e-06 1.6741205377e-06 1.41154100748e-06 1.345318e-06 1.26411299994e-06 0.999980734865 2.07885456547e-06 1.27027084438e-06 1.27667747179e-06 4.34367511959e-08 5.40288290773e-08
3.6e-05 0.999878948272 1.48411702164e-06 1.70436202494e-06 1.66455950521e-06 1.85903499994e-06 1.75739600006e-06 0.999906682975 2.81196041603e-06 2.41037718959e-06 2.03236106338e-06 1.93701699991e-06 1.82009900007e-06 0.999972262709 2.99355057428e-06 1.8288941321e-06 1.83812380484e-06 6.26610360266e-08 7.79381269522e-08
4.9e-05 0.999835244294 2.01997420053e-06 2.31913196312e-06 2.26498203251e-06 2.52972500003e-06 2.39145100001e-06 0.999872985792 3.82725041925e-06 3.2802162319e-06 2.7658549703e-06 2.63610700002e-06 2.47699899991e-06 0.999962253708 4.07455494832e-06 2.48885280189e-06 2.50142243259e-06 8.54703090525e-08 1.06300778402e-07
6.4e-05 0.999784822654 2.63822218201e-06 3.02802658163e-06 2.95733781675e-06 3.30318399999e-06 3.12268199998e-06 0.999834104843 4.99864649238e-06 4.28349907243e-06 3.61192095292e-06 3.44249299999e-06 3.23472399999e-06 0.999950709634 5.3218676876e-06 3.25002894185e-06 3.2664569417e-06 1.11909566947e-07 1.39170554858e-07
8.1e-05 0.999727685935 3.33884007349e-06 3.83084802291e-06 3.74143690711e-06 4.179233e-06 3.95093299999e-06 0.999790040308 6.32610905016e-06 5.42006261582e-06 4.57044021368e-06 4.35606499993e-06 4.09317399996e-06 0.999937632532 6.73548879212e-06 4.11229132937e-06 4.1330984987e-06 1.42029056405e-07 1.76610446934e-07
0.0001 0.999663837059 4.12180420069e-06 4.72737664156e-06 4.61706452309e-06 5.157674e-06 4.87602400001e-06 0.999740792391 7.8095932369e-06 6.68972254174e-06 5.64128376033e-06 5.37669900003e-06 5.05223399994e-06 0.999923024715 8.31541826188e-06 5.07548727636e-06 5.10119364147e-06 1.75887285292e-07 2.18687674414e-07
0.000121 0.999593279293 4.98708810917e-06 5.7173643743e-06 5.58398497445e-06 6.23828099999e-06 5.89775499993e-06 0.999686361318 9.44904892928e-06 8.09227672272e-06 6.82429931213e-06 6.504257e-06 6.11177499998e-06 0.999906888772 1.00616560969e-05 6.13944578117e-06 6.17057854247e-06 2.13548032479e-07 2.65482698159e-07
0.000144 0.999516016246 5.93466256598e-06 6.80053802119e-06 6.64193359476e-06 7.42080799998e-06 7.01590499996e-06 0.999626747344 1.12444207395e-05 9.62749544612e-06 8.11932757908e-06 7.73858400005e-06 7.27165799996e-06 0.999889227556 1.19742022971e-05 7.30398233072e-06 7.34106726591e-06 2.55085358836e-07 3.17078231449e-07
0.000169 0.999432051866 6.96449556152e-06 7.9765988996e-06 7.79062322472e-06 8.70498099992e-06 8.23023300001e-06 0.999561950745 1.3195648019e-05 1.12951320816e-05 9.52618673141e-06 9.07951399998e-06 8.53172600002e-06 0.999870044194 1.40530568626e-05 8.56888805161e-06 8.61245669655e-06 3.00574619527e-07 3.73573256995e-07
0.000196 0.999341390441 8.07655231156e-06 9.24522460215e-06 9.02973914217e-06 1.009051e-05 9.5404760001e-06 0.999491971822 1.5302664862e-05 1.30949180641e-05 1.1044682038e-05 1.0526863e-05 9.89181300004e-06 0.999849342081 1.62982197933e-05 9.93394500259e-06 9.98452973148e-06 3.50103479541e-07 4.35064037019e-07
0.000225 0.999244036602 9.27079525946e-06 1.06060643058e-05 1.03589472185e-05 1.1577076e-05 1.09463510001e-05 0.999416810904 1.75654001097e-05 1.502656174e-05 1.26746048855e-05 1.2080435e-05 1.13517360001e-05 0.999827124879 1.87096910892e-05 1.13989088974e-05 1.14570472257e-05 4.03761926449e-07 5.01663136143e-07
