12
0.03 0.700003 0.215919 1.5531
0.04 0.70004 0.258728 1.4000
0.05 0.763082 0.0499808 1.3344
0.06 0.829843 0.036427 1.3376
0.07 0.832352 0.0235769 1.1398
0.08 0.788685 0.0166375 1.3635
0.1 0.82482 0.0133705 1.6097
0.15 0.861079 0.0057794 1.8295
0.2 0.853987 0.00411491 2.0450
0.3 0.847796 0.00321413 2.3680
0.4 0.840756 0.00205199 2.4816
0.5524 0.842368 0.00159572 2.382
