17
0.01 0.8529 0.1113 0.6977
0.02 0.8505 0.0199 1.0034
0.03 0.8525 0.0091 1.0895
0.035 0.8675 0.0071 1.0582
0.038 0.8766 0.0066 1.0823
0.04 0.8793 0.0062 1.0607
0.05 0.8808 0.0041 1.0815
0.06 0.8780 0.0032 1.0602
0.07 0.8720 0.0024 1.0857
0.075 0.8651 0.0021 1.1808
0.08 0.8630 0.0019 1.2805
0.1 0.8559 0.0014 1.3467
0.2 0.8434 0.0006 1.4773
0.3 0.8429 0.0004 1.4897
0.4 0.8477 0.0003 1.7263
0.5 0.8511 0.0002 2.1438
0.6 0.8548 0.0002 2.8017
